Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Sanjay Kumar,IND,0,12th Pass,33,"Rs 1,05,000  ~ 1 Lacs+",Rs 0  ~,Uttarakhand
Sanjay Kumar Bharti,Rashtriya Samaj Dal (R),0,8th Pass,54,"Rs 16,85,000  ~ 16 Lacs+","Rs 1,22,000  ~ 1 Lacs+",Uttarakhand
Sanjay Kumar Sinha,Jai Hind National Party,0,12th Pass,45,"Rs 1,22,00,000  ~ 1 Crore+","Rs 30,00,000  ~ 30 Lacs+",Uttarakhand
Sanjay Kumar Tiwari,IND,0,Graduate Professional,49,,,Uttarakhand
Sanjay Singh,"Proutist Bloc, India",0,Post Graduate,38,"Rs 10,95,055  ~ 10 Lacs+",Rs 0  ~,Uttarakhand
Sanjay Singh Rana,Bhartiya Sarvdharm Party,0,Graduate,44,"Rs 1,04,36,000  ~ 1 Crore+","Rs 12,00,000  ~ 12 Lacs+",Uttarakhand
Sanjeev Kumar,IND,2,Post Graduate,45,"Rs 1,64,500  ~ 1 Lacs+",Rs 0  ~,Uttarakhand
Sanjeev Kumar Balyan,BJP,2,Doctorate,51,"Rs 3,11,39,902  ~ 3 Crore+",Rs 0  ~,Uttarakhand
Sanjeev Kumar Mishra,Yuva Vikas Party,0,Post Graduate,45,,,Uttarakhand
Sanjiv Kumar,Spashtwadi Jan Aadhar Party,0,Graduate,58,"Rs 66,32,183  ~ 66 Lacs+",Rs 0  ~,Uttarakhand
Santosh,Kisan Kranti Dal,2,8th Pass,40,"Rs 47,40,000  ~ 47 Lacs+",Rs 0  ~,Uttarakhand
Santosh Kumar,IND,0,Post Graduate,42,"Rs 5,42,146  ~ 5 Lacs+",Rs 0  ~,Uttarakhand
Santosh Kumar,IND,0,Graduate,40,"Rs 38,000  ~ 38 Thou+",Rs 0  ~,Uttarakhand
Santosh Kumar Gupta,Janlok Vikas Party,0,Post Graduate,42,,,Uttarakhand
Santram,Samajhdar Party,0,Graduate,42,"Rs 28,34,000  ~ 28 Lacs+",Rs 0  ~,Uttarakhand
Sarfaraz Ahmad,IND,0,Post Graduate,38,"Rs 12,75,000  ~ 12 Lacs+",Rs 0  ~,Uttarakhand
Sarika Singh Baghel,BSP,0,Post Graduate,44,"Rs 79,56,410  ~ 79 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Uttarakhand
Sarvajeet Singh,Kamera Samaj Party,0,Post Graduate,49,"Rs 42,35,412  ~ 42 Lacs+",Rs 0  ~,Uttarakhand
Sarvar Ali,Sarvar Party,0,Post Graduate,29,,,Uttarakhand
Sarvesh Kumar,Bharatiya Majdoor Janta Party,0,Graduate Professional,34,"Rs 11,30,000  ~ 11 Lacs+",Rs 0  ~,Uttarakhand
Satender Kumar Mall,IND,0,Post Graduate,39,"Rs 9,26,03,648  ~ 9 Crore+","Rs 2,85,00,000  ~ 2 Crore+",Uttarakhand
Satendra Kumar Maurya,IND,0,Graduate,35,"Rs 1,41,48,641  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Satish Chand Prajapati Fauji,Samajhdar Party,1,12th Pass,57,"Rs 91,45,000  ~ 91 Lacs+","Rs 2,50,000  ~ 2 Lacs+",Uttarakhand
Satish Kumar,Swatantra Jantaraj Party,0,8th Pass,52,,,Uttarakhand
Satish Kumar,IND,0,12th Pass,25,"Rs 11,74,900  ~ 11 Lacs+","Rs 3,24,000  ~ 3 Lacs+",Uttarakhand
Satish Kumar Gautam,BJP,0,Graduate,51,"Rs 16,06,24,125  ~ 16 Crore+","Rs 4,65,70,044  ~ 4 Crore+",Uttarakhand
Satyadev,Purvanchal Mahapanchayat,0,10th Pass,54,"Rs 2,99,000  ~ 2 Lacs+",Rs 0  ~,Uttarakhand
Satydev Yadav,IND,3,Post Graduate,55,"Rs 18,09,00,500  ~ 18 Crore+",Rs 0  ~,Uttarakhand
Satyendra Kumar Maurya,BSP,0,12th Pass,50,,,Uttarakhand
Satyvant Pratap Singh,IND,2,12th Pass,39,"Rs 10,81,500  ~ 10 Lacs+",Rs 0  ~,Uttarakhand
Saudager,IND,0,5th Pass,40,"Rs 15,22,000  ~ 15 Lacs+","Rs 13,000  ~ 13 Thou+",Uttarakhand
Saurabh,BSP,0,Post Graduate,34,"Rs 28,69,312  ~ 28 Lacs+",Rs 0  ~,Uttarakhand
Savitri Devi,Rashtriya Janshakti Samaj Party,0,12th Pass,39,"Rs 82,731  ~ 82 Thou+",Rs 0  ~,Uttarakhand
Shabana Khatoon,Peace Party,0,Literate,39,,,Uttarakhand
Shabnam,IND,1,Graduate,33,"Rs 16,20,000  ~ 16 Lacs+",Rs 0  ~,Uttarakhand
Shah Alam,Apna Dal (Kamerawadi),0,Graduate,50,"Rs 20,93,548  ~ 20 Lacs+",Rs 0  ~,Uttarakhand
Shahbaj,IND,0,10th Pass,39,"Rs 69,51,000  ~ 69 Lacs+",Rs 0  ~,Uttarakhand
Shailendra Kumar,Bharat Mahaparivar Party,0,Graduate,51,"Rs 20,00,715  ~ 20 Lacs+",Rs 0  ~,Uttarakhand
Shailendra Kumar,Bharatiya Kisan Parivartan Party,1,Post Graduate,35,,,Uttarakhand
Shailendra Kumar Mishra,Sanyogwadi Party,0,12th Pass,34,"Rs 20,75,000  ~ 20 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Uttarakhand
Shakil Ahmed,Samata Party,0,Graduate,36,"Rs 9,00,000  ~ 9 Lacs+",Rs 0  ~,Uttarakhand
Shankar Suman Tivari,IND,1,Graduate,29,"Rs 12,73,300  ~ 12 Lacs+",Rs 0  ~,Uttarakhand
Shanti Devi,IND,0,Literate,41,"Rs 20,70,137  ~ 20 Lacs+",Rs 0  ~,Uttarakhand
Shashank Mani,BJP,0,Post Graduate,54,,,Uttarakhand
Shashidhar,IND,0,Post Graduate,39,"Rs 21,18,598  ~ 21 Lacs+",Rs 0  ~,Uttarakhand
Shashikant Shamar,IND,0,10th Pass,43,"Rs 4,78,000  ~ 4 Lacs+",Rs 0  ~,Uttarakhand
Sher Singh,Yuga Thulasi Party,0,10th Pass,50,"Rs 93,56,000  ~ 93 Lacs+",Rs 0  ~,Uttarakhand
Sheshnath,IND,0,12th Pass,55,"Rs 40,11,045  ~ 40 Lacs+",Rs 0  ~,Uttarakhand
Shikha Sharma,IND,1,12th Pass,33,,,Uttarakhand
Shiv Kumar,IND,0,Graduate,73,"Rs 2,05,23,591  ~ 2 Crore+",Rs 0  ~,Uttarakhand
Shiv Kumar,IND,0,12th Pass,44,"Rs 5,18,27,766  ~ 5 Crore+",Rs 0  ~,Uttarakhand
Shiv Kumar Doharey,BSP,0,Graduate Professional,59,"Rs 2,59,09,359  ~ 2 Crore+",Rs 0  ~,Uttarakhand
Shiv Pal Patel,IND,0,12th Pass,46,"Rs 1,73,130  ~ 1 Lacs+",Rs 0  ~,Uttarakhand
Shiv Pal Singh Patel (Dr. S P Singh),SP,0,Post Graduate,68,,,Uttarakhand
Shiv Prakash Singh,IND,0,Graduate,57,"Rs 1,37,31,000  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Shiv Prasad,IND,1,8th Pass,51,"Rs 32,80,000  ~ 32 Lacs+",Rs 0  ~,Uttarakhand
Shiv Prasad Vishwakarma,Samyak Party,0,Post Graduate,55,"Rs 62,28,361  ~ 62 Lacs+",Rs 0  ~,Uttarakhand
Shiv Prasad Yadav,BSP,0,Graduate,53,"Rs 23,04,75,225  ~ 23 Crore+","Rs 2,21,29,056  ~ 2 Crore+",Uttarakhand
Shiv Ram Sharma,Moulik Adhikar Party,0,Post Graduate,67,,,Uttarakhand
Shivam Ashutosh,IND,0,Graduate,43,"Rs 79,10,975  ~ 79 Lacs+","Rs 7,21,505  ~ 7 Lacs+",Uttarakhand
Shivpujan,Rashtriya Samaj Paksha,0,Graduate Professional,28,"Rs 29,35,974  ~ 29 Lacs+",Rs 0  ~,Uttarakhand
Shivram,INC,0,12th Pass,58,"Rs 1,46,81,000  ~ 1 Crore+","Rs 5,00,000  ~ 5 Lacs+",Uttarakhand
Shivshankar Prajapati,Bhagidari Party(P),0,Post Graduate,50,"Rs 37,04,531  ~ 37 Lacs+",Rs 0  ~,Uttarakhand
Shobhanath Prajapati,Bhagidari Party(P),0,8th Pass,47,,,Uttarakhand
Shokinder Kumar,IND,0,Literate,33,"Rs 8,92,500  ~ 8 Lacs+",Rs 0  ~,Uttarakhand
Shravan Kumar,IND,0,Graduate,56,"Rs 7,45,000  ~ 7 Lacs+",Rs 0  ~,Uttarakhand
Shrawan Kumar Tripathi,IND,0,Post Graduate,61,"Rs 2,11,29,043  ~ 2 Crore+","Rs 2,07,733  ~ 2 Lacs+",Uttarakhand
Shreenarayan Mishra,Akhil Bhartiya Sarvjan Hit Party,0,Graduate,49,"Rs 43,29,379  ~ 43 Lacs+",Rs 0  ~,Uttarakhand
Shreya Verma,SP,2,Graduate,31,,,Uttarakhand
Shrikrishna,IND,0,12th Pass,64,"Rs 49,65,500  ~ 49 Lacs+",Rs 0  ~,Uttarakhand
Shripati Maurya,IND,0,Graduate,40,"Rs 92,000  ~ 92 Thou+",Rs 0  ~,Uttarakhand
Shriram Prasad,Al-Hind Party,0,10th Pass,44,"Rs 25,000  ~ 25 Thou+",Rs 0  ~,Uttarakhand
Shriram Singh Gaur,Bhartiya Shakti Chetna Party,0,Graduate,66,"Rs 16,46,591  ~ 16 Lacs+",Rs 0  ~,Uttarakhand
Shrvan Kumar Nirala,IND,3,12th Pass,44,,,Uttarakhand
Shubh Narayan,BSP,0,Post Graduate,65,"Rs 5,32,24,198  ~ 5 Crore+",Rs 0  ~,Uttarakhand
Shyam Kishor Awasthi,BSP,4,Graduate Professional,45,"Rs 1,95,07,907  ~ 1 Crore+","Rs 47,10,423  ~ 47 Lacs+",Uttarakhand
Shyam Kumar,Peoples Party of India (Democratic),0,Graduate,60,"Rs 2,36,52,000  ~ 2 Crore+",Rs 0  ~,Uttarakhand
Shyam Singh Yadav,BSP,0,Post Graduate,67,"Rs 16,09,93,074  ~ 16 Crore+","Rs 35,77,000  ~ 35 Lacs+",Uttarakhand
Shyamveer Singh,Bharatiya Nagrik Party,0,12th Pass,65,,,Uttarakhand
Sinod Kumar,IND,1,8th Pass,45,"Rs 20,90,000  ~ 20 Lacs+",Rs 0  ~,Uttarakhand
Smriti Irani,BJP,0,12th Pass,48,"Rs 17,57,02,086  ~ 17 Crore+","Rs 16,55,830  ~ 16 Lacs+",Uttarakhand
Sonam Bharti,IND,0,Post Graduate,28,"Rs 12,88,097  ~ 12 Lacs+",Rs 0  ~,Uttarakhand
Sonu Nigam,IND,0,12th Pass,39,"Rs 27,19,000  ~ 27 Lacs+",Rs 0  ~,Uttarakhand
Sonu Rai,Mera Adhikaar Rashtriya Dal,0,12th Pass,36,,,Uttarakhand
Sripal,BSP,0,Graduate,53,"Rs 3,76,96,700  ~ 3 Crore+","Rs 28,00,000  ~ 28 Lacs+",Uttarakhand
Subas,IND,0,12th Pass,56,"Rs 10,000  ~ 10 Thou+",Rs 0  ~,Uttarakhand
Subh Narayan Chauhan,BSP,0,Graduate,52,"Rs 41,79,000  ~ 41 Lacs+","Rs 25,00,000  ~ 25 Lacs+",Uttarakhand
Subhagi,Janhit Sankalp Party,0,Not Given,49,"Rs 21,31,139  ~ 21 Lacs+","Rs 6,139  ~ 6 Thou+",Uttarakhand
Subhash Chandra,All India Forward Bloc,0,12th Pass,61,,,Uttarakhand
Subhash Chandra Dubey,Naki Bharatiya Ekta Party,0,Post Graduate,64,"Rs 13,90,500  ~ 13 Lacs+",Rs 0  ~,Uttarakhand
Subrat Pathak,BJP,1,Graduate,44,"Rs 10,37,31,650  ~ 10 Crore+","Rs 3,82,81,553  ~ 3 Crore+",Uttarakhand
Sudarshan Ram,Bhartiya Panchsheel Party,0,Others,66,"Rs 84,06,581  ~ 84 Lacs+",Rs 0  ~,Uttarakhand
Sudesh Kumar,Lok Jan Sangharsh Party,0,12th Pass,27,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Uttarakhand
Sudhanshu,IND,0,12th Pass,54,,,Uttarakhand
Suhel Haider,Akhil Bhartiya Parivar Party,0,12th Pass,36,"Rs 32,28,000  ~ 32 Lacs+",Rs 0  ~,Uttarakhand
Sujeet Kumar,IND,0,Graduate,30,"Rs 3,71,000  ~ 3 Lacs+",Rs 0  ~,Uttarakhand
Sukalu,IND,0,Literate,38,"Rs 4,24,374  ~ 4 Lacs+",Rs 0  ~,Uttarakhand
Sukhvir Singh,Swatantra Jantaraj Party,0,Graduate Professional,46,"Rs 33,89,657  ~ 33 Lacs+",Rs 0  ~,Uttarakhand
Suleman,Swaraj Bhartiya Nyay Party,0,Literate,54,,,Uttarakhand
Sumeshwar,IND,1,12th Pass,39,"Rs 1,27,43,377  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Sunil,IND,0,8th Pass,32,"Rs 14,18,100  ~ 14 Lacs+",Rs 0  ~,Uttarakhand
Sunil,Bhartiya Shakti Chetna Party,0,Graduate Professional,35,"Rs 32,22,325  ~ 32 Lacs+","Rs 4,28,354  ~ 4 Lacs+",Uttarakhand
Sunil Chandra Pal,Rashtra Uday Party,0,12th Pass,46,"Rs 1,55,09,000  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Sunil Kumar Bhatt,IND,0,Post Graduate,35,,,Uttarakhand
Sunil Kumar Mishra,Sarva Samaj Janata Party,2,12th Pass,49,"Rs 23,75,000  ~ 23 Lacs+",Rs 0  ~,Uttarakhand
Sunil Kumar Mishra,IND,0,12th Pass,36,"Rs 59,66,000  ~ 59 Lacs+",Rs 0  ~,Uttarakhand
Sunil Kumar Prajapati,Bhagidari Party(P),0,12th Pass,40,"Rs 10,90,000  ~ 10 Lacs+",Rs 0  ~,Uttarakhand
Sunil Kumar Shukla,Bhartiya Lok Nayak Party,0,Post Graduate,49,"Rs 16,04,000  ~ 16 Lacs+","Rs 56,000  ~ 56 Thou+",Uttarakhand
Sunil Kumar Verma,IND,0,8th Pass,43,,,Uttarakhand
Sunil Shankwar Advocate,IND,0,Graduate Professional,42,"Rs 68,39,835  ~ 68 Lacs+",Rs 0  ~,Uttarakhand
Sunil Tyagi,IND,0,12th Pass,55,"Rs 3,51,21,998  ~ 3 Crore+","Rs 79,57,745  ~ 79 Lacs+",Uttarakhand
Sunita Chheda Pasi,Aam Janta Party (India),0,Illiterate,47,"Rs 25,69,600  ~ 25 Lacs+",Rs 0  ~,Uttarakhand
Sunita Verma,SP,1,10th Pass,48,"Rs 9,04,50,909  ~ 9 Crore+","Rs 64,29,591  ~ 64 Lacs+",Uttarakhand
Suraj Kumar,Sardar Patel Siddhant Party,0,Illiterate,26,,,Uttarakhand
Surendra,Moulik Adhikar Party,0,Graduate,34,"Rs 2,28,500  ~ 2 Lacs+",Rs 0  ~,Uttarakhand
Surendra Kumar,IND,0,8th Pass,37,"Rs 29,87,000  ~ 29 Lacs+",Rs 0  ~,Uttarakhand
Surendra Kumar,Swatantra Jantaraj Party,0,Post Graduate,26,"Rs 27,01,500  ~ 27 Lacs+",Rs 0  ~,Uttarakhand
Surendra Pal Singh,BSP,0,Graduate Professional,79,"Rs 2,28,79,190  ~ 2 Crore+",Rs 0  ~,Uttarakhand
Suresh,IND,0,5th Pass,54,,,Uttarakhand
Suresh Chand Kardam,SP,1,Illiterate,63,"Rs 34,63,96,601  ~ 34 Crore+",Rs 0  ~,Uttarakhand
Suresh Chandra,IND,0,Graduate Professional,69,"Rs 1,89,81,221  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Suresh Chandra Gautam,BSP,0,Post Graduate,62,"Rs 2,14,60,084  ~ 2 Crore+","Rs 60,23,429  ~ 60 Lacs+",Uttarakhand
Suresh Chandra Vaghel,Rashtriya Shoshit Samaj Party,1,8th Pass,56,"Rs 24,05,958  ~ 24 Lacs+",Rs 0  ~,Uttarakhand
Suresh Kumar,Eklavya Samaj Party,0,Graduate,40,,,Uttarakhand
Suresh Singh,BSP,0,Graduate,65,"Rs 5,91,31,719  ~ 5 Crore+",Rs 0  ~,Uttarakhand
Surya Bali Prasad,Aazad Samaj Party (Kanshi Ram),0,Doctorate,62,"Rs 79,93,000  ~ 79 Lacs+",Rs 0  ~,Uttarakhand
Surya Prakash Gautam,Sardar Patel Siddhant Party,1,Graduate,37,"Rs 10,96,500  ~ 10 Lacs+",Rs 0  ~,Uttarakhand
Sushil,All India Forward Bloc,0,12th Pass,54,"Rs 93,07,553  ~ 93 Lacs+",Rs 0  ~,Uttarakhand
Sushil Kumar,IND,2,Graduate Professional,36,,,Uttarakhand
Sushil Kumar Shukla,IND,1,Graduate Professional,54,"Rs 27,01,000  ~ 27 Lacs+","Rs 8,00,000  ~ 8 Lacs+",Uttarakhand
Sushmita Saroj,IND,0,Graduate,27,"Rs 2,75,281  ~ 2 Lacs+",Rs 0  ~,Uttarakhand
Swami Prasad Maurya,Rashtriya Shoshit Samaj Party,9,Post Graduate,69,"Rs 8,72,67,479  ~ 8 Crore+",Rs 0  ~,Uttarakhand
Swami Sachchidanand Hari Sakshi,BJP,2,Doctorate,68,"Rs 6,72,26,281  ~ 6 Crore+",Rs 0  ~,Uttarakhand
Tanuj Punia,INC,1,Graduate Professional,39,,,Uttarakhand
Tasmeem Bano,IND,1,Literate,53,"Rs 78,99,06,771  ~ 78 Crore+","Rs 6,10,26,227  ~ 6 Crore+",Uttarakhand
Taufik Ahamad,IND,0,Post Graduate,39,"Rs 1,11,44,500  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Thakur Prasad Yadav,BSP,1,12th Pass,56,"Rs 12,05,70,594  ~ 12 Crore+","Rs 1,46,90,230  ~ 1 Crore+",Uttarakhand
Uday Veer Singh,Peoples Party of India (Democratic),0,Graduate,35,"Rs 4,55,000  ~ 4 Lacs+",Rs 0  ~,Uttarakhand
Udayraj,IND,0,12th Pass,65,,,Uttarakhand
Udayraj Verma,IND,0,8th Pass,50,"Rs 32,47,000  ~ 32 Lacs+",Rs 0  ~,Uttarakhand
Udraj Verma,BSP,0,Graduate,33,"Rs 1,59,22,173  ~ 1 Crore+","Rs 56,65,726  ~ 56 Lacs+",Uttarakhand
Ujjwal Raman Singh,INC,0,Graduate Professional,51,"Rs 26,89,88,675  ~ 26 Crore+","Rs 1,19,96,527  ~ 1 Crore+",Uttarakhand
Umesh,IND,0,12th Pass,39,"Rs 61,500  ~ 61 Thou+",Rs 0  ~,Uttarakhand
Umesh Kumar Singh,BSP,1,Post Graduate,54,,,Uttarakhand
Upendra Singh,Bharatiya Kisan Parivartan Party,0,Graduate Professional,46,"Rs 48,23,037  ~ 48 Lacs+",Rs 0  ~,Uttarakhand
Urmila,Samaj Parivartan Party,0,8th Pass,40,"Rs 34,000  ~ 34 Thou+",Rs 0  ~,Uttarakhand
Usha Verma,SP,2,Post Graduate,60,"Rs 6,83,66,530  ~ 6 Crore+","Rs 22,845  ~ 22 Thou+",Uttarakhand
Utkarsh Verma (Madhur),SP,0,Graduate,38,"Rs 4,82,96,178  ~ 4 Crore+","Rs 48,14,945  ~ 48 Lacs+",Uttarakhand
Valendra Katiyar,SUCI(C),0,Post Graduate,55,,,Uttarakhand
Vandna Verma,Naari Nar Rakshak Party,0,Post Graduate,37,"Rs 13,03,525  ~ 13 Lacs+",Rs 0  ~,Uttarakhand
Ved Prakash,Rashtriya Jansanchar Dal,0,12th Pass,32,"Rs 22,15,000  ~ 22 Lacs+",Rs 0  ~,Uttarakhand
Vedprakash Mishra,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0,Graduate,33,"Rs 9,99,000  ~ 9 Lacs+",Rs 0  ~,Uttarakhand
Viabhav Mishra,Bhartiya Shakti Chetna Party,0,Graduate,28,"Rs 1,51,53,506  ~ 1 Crore+","Rs 5,24,245  ~ 5 Lacs+",Uttarakhand
Vidyaprakash,Bharatheeya Jawan Kisan Party,0,Graduate,69,,,Uttarakhand
Vidyawati Gautam,IND,0,5th Pass,46,"Rs 1,75,000  ~ 1 Lacs+",Rs 0  ~,Uttarakhand
Vijay,SUCI(C),0,Graduate Professional,47,"Rs 13,65,000  ~ 13 Lacs+",Rs 0  ~,Uttarakhand
Vijay Kumar,IND,0,Graduate Professional,39,"Rs 16,62,220  ~ 16 Lacs+",Rs 0  ~,Uttarakhand
Vijay Kumar Dubay,BJP,2,12th Pass,57,"Rs 6,01,74,786  ~ 6 Crore+",Rs 0  ~,Uttarakhand
Vijay Kumar Tiwari,IND,1,Post Graduate,64,,,Uttarakhand
Vijay Singh,Sanatan Sanskriti Raksha Dal,3,8th Pass,35,"Rs 25,20,628  ~ 25 Lacs+","Rs 48,000  ~ 48 Thou+",Uttarakhand
Vijender Singh,BSP,9,10th Pass,45,"Rs 28,37,29,274  ~ 28 Crore+","Rs 5,00,00,000  ~ 5 Crore+",Uttarakhand
Vikas Kumar,IND,0,12th Pass,43,"Rs 68,82,540  ~ 68 Lacs+",Rs 0  ~,Uttarakhand
Vikram Saini,Akhand Bharat Swatantra Party,0,8th Pass,48,"Rs 9,94,000  ~ 9 Lacs+",Rs 0  ~,Uttarakhand
Vikram Singh,IND,0,10th Pass,67,,,Uttarakhand
Vinod Kumar Patel,Sardar Patel Siddhant Party,0,Graduate Professional,28,"Rs 34,30,000  ~ 34 Lacs+",Rs 0  ~,Uttarakhand
Vinod Kumar Rai,CPI,3,Graduate,67,"Rs 82,36,962  ~ 82 Lacs+","Rs 40,000  ~ 40 Thou+",Uttarakhand
Vinod Kumar Singh,Bhartiya Uday Nirman Party,1,Graduate Professional,44,"Rs 1,75,66,847  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Vinod Kumar Sonkar,BJP,2,Graduate,53,"Rs 14,55,98,217  ~ 14 Crore+","Rs 9,89,12,457  ~ 9 Crore+",Uttarakhand
Vipin Kumar,Rashtriya Sanskriti Party,0,12th Pass,40,,,Uttarakhand
Virendra,Rashtriya Jantantrik Bharat Vikas Party,0,12th Pass,63,"Rs 7,15,000  ~ 7 Lacs+",Rs 0  ~,Uttarakhand
Virendra Chaudhary,INC,2,Graduate Professional,49,"Rs 6,43,77,000  ~ 6 Crore+","Rs 7,00,000  ~ 7 Lacs+",Uttarakhand
Vishwadeep Singh,BJP,1,Post Graduate,75,"Rs 11,54,69,473  ~ 11 Crore+","Rs 43,56,778  ~ 43 Lacs+",Uttarakhand
Vivek Kumar,Bhartiya Shakti Chetna Party,0,Graduate,28,"Rs 68,979  ~ 68 Thou+",Rs 0  ~,Uttarakhand
Vivek Raj,Janta Samajwadi Party (Vivek Raj),3,Post Graduate,28,,,Uttarakhand
Waseem Mian,IND,0,10th Pass,46,"Rs 2,23,769  ~ 2 Lacs+",Rs 0  ~,Uttarakhand
Waseem So Moh Shamim,IND,0,10th Pass,44,"Rs 8,47,000  ~ 8 Lacs+",Rs 0  ~,Uttarakhand
Yadvendra Kishor,IND,0,Post Graduate,44,"Rs 4,37,396  ~ 4 Lacs+",Rs 0  ~,Uttarakhand
Yakub Ansari,Peace Party,0,Graduate,33,"Rs 1,19,000  ~ 1 Lacs+","Rs 30,000  ~ 30 Thou+",Uttarakhand
Yogesh,IND,0,Doctorate,46,,,Uttarakhand
Yogesh Jaiswal,IND,1,Post Graduate,47,"Rs 34,46,753  ~ 34 Lacs+",Rs 0  ~,Uttarakhand
Yogesh Kumar Talan,IND,0,Graduate,49,"Rs 14,23,15,280  ~ 14 Crore+",Rs 0  ~,Uttarakhand
Yugal Kishor Shukla,Aam Janta Party (India),0,Graduate Professional,34,"Rs 22,33,000  ~ 22 Lacs+",Rs 0  ~,Uttarakhand
Zaheer,IND,2,Illiterate,52,"Rs 31,35,000  ~ 31 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Uttarakhand
Zeeshan Khan,BSP,1,10th Pass,31,,,Uttarakhand
Zia Ur Rehman,SP,6,Graduate Professional,36,"Rs 1,89,67,476  ~ 1 Crore+",Rs 0  ~,Uttarakhand
Aabdusa Sattar Sekh,Indian National Socialistic Action Forces,0,10th Pass,41,"Rs 75,19,370  ~ 75 Lacs+","Rs 8,00,000  ~ 8 Lacs+",West Bengal
Abdul Imran,IND,0,12th Pass,36,"Rs 46,000  ~ 46 Thou+",Rs 0  ~,West Bengal
Abhijit Das (Bobby),BJP,13,Post Graduate,54,"Rs 99,18,174  ~ 99 Lacs+","Rs 5,52,898  ~ 5 Lacs+",West Bengal
Abhijit Gangopadhyay,BJP,0,Graduate Professional,61,"Rs 4,62,55,624  ~ 4 Crore+","Rs 50,77,654  ~ 50 Lacs+",West Bengal
Abhijit Maji,IND,0,8th Pass,47,,,West Bengal
Abhijit Mandal,SUCI(C),0,Graduate,47,"Rs 84,85,209  ~ 84 Lacs+",Rs 0  ~,West Bengal
Abhishek Banerjee,AITC,2,Post Graduate,36,"Rs 2,32,64,563  ~ 2 Crore+","Rs 36,00,000  ~ 36 Lacs+",West Bengal
Abu Taher Khan,AITC,3,10th Pass,62,"Rs 3,84,76,131  ~ 3 Crore+",Rs 0  ~,West Bengal
Adarsha Mondal,IND,0,12th Pass,35,"Rs 13,81,225  ~ 13 Lacs+",Rs 0  ~,West Bengal
Adhikari Deepak (Dev),AITC,0,Others,41,,,West Bengal
Adhikari Soumendu,BJP,6,Post Graduate,41,"Rs 2,61,79,993  ~ 2 Crore+","Rs 2,87,970  ~ 2 Lacs+",West Bengal
Adhir Chandra Barman,IND,0,10th Pass,44,"Rs 29,50,000  ~ 29 Lacs+",Rs 0  ~,West Bengal
Adhir Ranjan Chowdhury,INC,5,8th Pass,68,"Rs 11,73,48,800  ~ 11 Crore+","Rs 24,62,632  ~ 24 Lacs+",West Bengal
Adhir Swarnakar,IND,0,10th Pass,43,"Rs 57,000  ~ 57 Thou+",Rs 0  ~,West Bengal
Afroja Khatun Mondal,All India Secular Front,0,12th Pass,38,,,West Bengal
Agnimitra Paul,BJP,11,Graduate,51,"Rs 2,64,32,790  ~ 2 Crore+","Rs 1,20,11,270  ~ 1 Crore+",West Bengal
Ahmed Hedatul Hasan,IND,0,12th Pass,28,"Rs 1,88,500  ~ 1 Lacs+","Rs 18,000  ~ 18 Thou+",West Bengal
Ajanta Sarkar,Bharatiya National Janata Dal,0,Graduate,59,"Rs 9,77,700  ~ 9 Lacs+","Rs 16,938  ~ 16 Thou+",West Bengal
Ajay Kumar Das,All India Secular Front,0,Post Graduate,34,"Rs 36,19,513  ~ 36 Lacs+","Rs 18,00,000  ~ 18 Lacs+",West Bengal
Ajaz Ahmed Ansari,IND,6,8th Pass,45,,,West Bengal
Ajit Kumar Mandal,IND,0,Post Graduate,58,"Rs 63,87,077  ~ 63 Lacs+",Rs 0  ~,West Bengal
Ajit Mahato,IND,0,12th Pass,46,"Rs 15,000  ~ 15 Thou+",Rs 0  ~,West Bengal
Ajit Prasad Mahata,IND,21,Graduate,70,"Rs 45,33,103  ~ 45 Lacs+",Rs 0  ~,West Bengal
Akhtar Rahaman Biswas,All India Secular Front,1,12th Pass,31,"Rs 3,15,220  ~ 3 Lacs+","Rs 46,922  ~ 46 Thou+",West Bengal
Al. Monowara Begam,India Manus Party,0,Literate,49,,,West Bengal
Alakesh Das,CPI(M),1,Graduate Professional,61,"Rs 86,27,408  ~ 86 Lacs+",Rs 0  ~,West Bengal
Alam Mostaque,INC,0,Post Graduate,67,"Rs 2,37,71,891  ~ 2 Crore+",Rs 0  ~,West Bengal
Ali Imran,IND,0,8th Pass,25,"Rs 3,70,605  ~ 3 Lacs+","Rs 5,00,000  ~ 5 Lacs+",West Bengal
Ali Imran Ramz,INC,3,Graduate Professional,45,"Rs 3,82,24,607  ~ 3 Crore+","Rs 20,06,660  ~ 20 Lacs+",West Bengal
Alik Kumar Kundu,IND,0,Post Graduate,41,,,West Bengal
